,,,,,salazar,constantin,fiori,adbdal,apophis,vitas,owen,octavian,vladislav,anatolio,lutz,gabor,ezio,isla,harvey,salvatore,,,
1,12,12,26/08/2020,4,,,,,,2,2,2,2,2,,,,,,,"Interrogaram o capitão e descobriram que a Igreja Ortodoxa e o Papa Cyril estão por trás dessa perseguição a Vitas. Octavian manda primeira carta X9 contando do sucesso nas missões do Iacomo e a chegada do Anatolio, sem dar muito mais detalhes. Seguiram viagem até Firenze e fizeram reconhecimento aéreo da cidade. Octavian usou o call center e conseguiu algumas referências para encontrar o Ludovico. Ao se aproximarem de uma feira noturna, Vitas conseguiu identificar uma mulher. Ao segui-la até uma area mais afastada, percereberam que é uma cainita que se apresenta como Genoveva (Capadocian). Inicialmente ela age de forma neutra pra conhecer o grupo e no final se revela Guelph e pergunta se gostariam de se juntar a ela e o seu grupo (Brujah,Lasombra,Setita) para depor Ludovico. E se fossem ficar do lado deles deveriam dormir no lugar apontado.",Firenze,5
1,13,13,02/09/2020,4,,,,,,2,2,2,2,2,,,,,,,"Na mesma noite, o grupo decide voltar à busca do Ludovico. Anatolio sobrevoou a região, encontrou outro cainita se alimentando em uma igreja e questionou onde poderia encontrar o ludovico. Em uma área afastada da cidade acontecia uma reunião entre ele e outros cainitas. O grupo se aproximou no fim da reunião e se apresentaram. Ele pediu para acompanha-lo até sua residência e lá poderia fazer uma reunião mais longa e escutar o q tinham a dizer.",Firenze,5
1,14,14,09/09/2020,4,,,,,,2,2,2,2,,,,,,,,"Após longo debate sobre como deveriam se posicionar, decidiram que inicialmente não mencionariam a Genoveva e o ataque iminente. Dormiram nos territórios da Genoveva para mostrar que estavam ao lado dela. Houve menção de que poderiam esperar Ludovico sair com seus campeões da cidade para que ficasse fácil para Genoveva tomar controle, porém ela estava decidida que iria no dia seguinte. No início do próximo dia. foram ao encontro de Ludovico as pressas para avisar do ataque. Se deslocaram até o jardim atrás do palácio do Ludovico, onde Genoveva, Adela, Aurelia, Tomas e companhia estavam os esperando acompanhados de um exercito de undeads. Houve uma tentativa de diplomacia, mas o confronto será inevitável.",Firenze,4
1,15,15,16/09/2020,4,,,,,,2,2,2,2,,,,,,,,"Uma turba se aproximou do palacio do Ludovico, manipulados na hora certa para influenciar o ataque que acontecia. As defesas do palacio e Ludovico tiveram que focar em resolver esse problema enquanto nos jardins atrás do palacio a batalha tb começou. A vantagem numérica intimidou a coterie, mas um ataque coordenado na Genoveva conseguiu derruba-la e virar o combate a seu favor. O templario Tomas ainda sim consegue desferir golpes em Vitas até tacá-lo em torpor. A batalha estava vencida e Ludovico vem caminhando em direção a coterie acompanhado de guardas.",Firenze,4
1,16,16,23/09/2020,4,,,,,,2,2,2,2,,,,,,,,"Ludovico aprisiona os dois vampiros sobreviventes (Genoveva e Adela[setita]) e agradece a coterie pela ajuda fundamental na defesa. Ele os acolhe no Palacio, distribui alimento a todos e conversa sobre Salvatore, a espada e o livro que deverão ser recuperados de Monteriggioni. A cidade, guardada pelo Conde Henricus Germanus e sua coterie, é na verdade uma pequena fortaleza e abriga parte dos exércitos de Siena (uns 300 soldados armados, + a população que trabalha para manter a fortaleza dá uns mil). Os muros são relativamente altos e possuem em torno de 12 torres. A muralha norte da cidade não tem torres (já que há um barranco que deixa a invasão por esse canto mais difícil) e há constante patrulha em torno de todo o perímetro.",Firenze,4
1,17,17,30/09/2020,4,,,,,,2,2,2,2,,,,,,,,"O grupo invade cidade divido em duas partes: Owen e frangas entram a cavalo com o Dominate no contexto de ser um bispo da igreja, o restante entrou invisivel escalando a muralha menos guardada. Owen é acompanhado pelo guardas e recebido por um padreco qualquer, que recebe a papelada e confere tudo até chamar o padre Timoteo que é o lider religioso local. Vitas usa animalismo para invocar uma multidao de ratos, focados na taverna principal da fortaleza, causando certo panico e ultimamente um incendio. Esse caos atrai Salvatore que é acompanhado de uma figura guerreira feminina e liga o alerta da fortaleza colocando todos os guardas em prontidão para combater o fogo.",Monteriggioni,4
1,18,18,12/10/2020,2,,,,,,2,2,2,2,,,,,,,,"Enquanto Owen conversa com o padre Timoteo, o grupo se empenha em localizar Salvatore. Octavian se reforça com o ritual de baixar geração e vai sem invisibilidade ao encontro do Salvatore e consegue ludibria-lo usando dominate a segui-lo até a igreja. Ele reune alguns soldados para acompanha-lo na igreja, mas Octavian novamente usa dominate para que Salvatore entre na frente dos soldados, facilitando o ataque surpresa de Vladlislav que se supreende ao enfrentar Salvatore, que se revela ser setita. Enquanto Octavian e Vitas lidam com os dois guardas, Vladislav usa vicissitude para subjugar Salvatore. Eles limpam o local e levam o corpo do Salvatore para a salinha da igreja para iniciar o ritual para tirar o blood bond do Salvatore.",Monteriggioni,4
1,19,19,14/10/2020,4,,,,,,2,2,2,2,,,,,,,,"Octavian inicia o ritual em Salvatore e precisava de aproximadamente 2horas para completar. Vladislav e Vitas se entocam na igreja e em stealth matam duas patrulhas que estavam a procura de Salvatore. Mantiveram o controle até já nos momentos finais do ritual, quando dois vampiros apareceram (Nerea e Zeidan) e junto de varios soldados entraram na igreja e o combate começou. Vladislav e vitas derrubam vários soldados e ganham um tempo. O ritual se encerra em meio a tudo isso, Salvatore acorda, percebe a bagunça e puxa uma fuga. mas Nerea conseguiu se aproximar de Vladislav e desferiu dois golpes que o colocaram em torpor. Em fuga, o corpo de vladislav na forma de monstro é carregado. Enquanto isso, Owen termina de dominar o padre Timoteo e o coloca para procurar o livro. Seguindo o padre até a casa principal do Conde, ele usa dominate para passar dos guardas e dominar uma serviçal para guia-lo pela casa. Ela revela um salão trancado e o leva até lá. Owen quebra o cadeado e deixa a serviçal entrar na sua frente com a iluminação, mas ela pisa em uma armadilha e morre ali. Ele encontra a espada mágica, umas 10 flechas especiais e uma cota de malha superior. Então Owen segue para a livraria, onde Timoteo ainda revirava e estava acompanhado de Adolfo filho do conde (mas que era mortal). Owen também o manipula para uma busca sobre o imperio mongol, mas é Timoteo que acha um livro escondido que satisfazia a descrição. Owen escapa do palacio e é encontrado por Valkyria  que o poe no cavalo e bate em retirada pelo portao (que estava aberto pq uma tropa tinha acabado de sair). Valkyria segue os rastros do grupo até avista-los no rio.",Monteriggioni,4
1,20,20,21/10/2020,4,,,,,,2,2,2,2,,,,,,,,"O grupo se reencontra e conta as histórias enquanto seguem de barco para Florença. Lá, encontram uma recepção de Ludovico que os favorece partir em viagem na noite seguinte. Ludovico oferece contrato de vassalagem ao grupo, para que se tornem parte da corte (sem direito a terras ainda).",Firenze,4
1,21,21,25/10/2020,1,,,,,,2,2,2,2,,,,,,,,"Partem na viagem de volta a Vienna. Tudo vai bem no caminho até a subida pela parte final dos Alpes, onde a estrada se estreitava. Um grupo de bandidos derrubou uma arvore que interrompeu a passagem e cercou a carruagem. A coterie engaja os bandidos que afinal eram mortais e foram rapidamente despersos em panico após exporem os poderes vampíricos, e segue viagem. Em Graz, uma parada planejada, avistam fogo à distancia. Encontram o monastério do padre Theodor em chamas e nenhum sobrevivente, até avistarem alguns Anda que terminavam de matar os últimos sobreviventes. Rola porrada e Vitas é displicentemente abatido. O resto do grupo com a ajuda de Salvatore se encarrega do resto, com destaque para performance X-man de Octavian - que tb é protagonista de uma falha crítica no self control depois de sugar o sangue de 3 vampiros seguidamente que o deixa em frenesi ao ponto de cometer uma diablerie. Owen recupera alguns documentos da igreja local. Eles ignoram Arnold e Theodor e não tentam encontra-los fora da igreja.",Graz,4
1,22,22,28/10/2020,4,,,,,,2,2,2,2,,,,,,,,"Chegando em Vienna, na estarada são interpelados por Klaus (com mesmas vestimentas e possível sucessor de Kaspar). Ele os recebe, mencionando que Vienna foi saqueada pelos mongois mortais (além dos Anda) e os leva ao esconderijo da fazenda onde os lideres cainitas estão no momento. Wilfred encontra o grupo e fala do conselho de guerra, uma reuniao q vai acontecer entre jurgen e seus 8 lideres. Na reunião, Jurgen revela o tamanho do exercito que todos trouxeram e os planos de revidar o ataque dos mongóis. Comenta do general Baksa (mortal) com seu exército de 5 mil, mais as tropas lideradas pelos vampire lords de menos de 2 mil, contra 15 mil mongois (80% a cavalo). Owen inscreve Vladislav para o torneio de justa no dia seguinte. O local será o castelo Spis na Slovakia e uma viagem de 4 dias até lá. ",Vienna,4
1,23,23,03/11/2020,3,,,,,,2,2,2,2,,,,,,,,"Vladislav enfrenta seus oponentes no torneio de justa, conseguindo duas vitórias apertadas até chegar a final onde conseguiu vencer o campeão de Jurgen por uma vantagem mínima no desempate. Com os louros, partem em direção ao castelo. Para evitar maiores riscos, o grupo acompanha o exército e chega no castelo sem problemas. Lá, são alocados para lutar no flanco direito. Enfrentam mongóis mortais e não tem muitos problemas para abater uma primeira unidade. Avisatam Anatolio nos céus fazendo scout e devolvendo informação a Jurgen, que comanda o exército e toca a buzina para reposicionar as tropas vampiricas atrás dele. Ao se aproximar, o grupo percebe que há um grupo de Andas diretamente engajado com Jurgen e alguns de seus generais.",Vienna,4
1,24,24,13/11/2020,6,,,,,,2,2,2,2,2,,,,,,,"O grupo engaja no combate com outros vampiros Anda bem no olho do furacão da batalha. Alguns golpes são desferidos mas a qualidade dos dois lados foi extendendo a batalha. As coisas esquentam quanto na unidade que batalhava ao lado, liderada por Iacomo, sofre uma baixa quando Matteo foi decepado por um general Anda. Para igualar, Vladislav consegue impalar um general Anda e abate-lo completamente. A batalha esquentava quando Anatolio apareceu para compartilhar notícias de que havia localizado Subutai dentro do castelo e que as ordens de Jurgen eram para que o grupo abandonasse esta batalha para ir até o Castelo e tentar eliminar Subutai o quanto antes.","Spis Castle, Slovakia",5
1,25,25,17/11/2020,3,,,,,,2,2,2,2,2,,,,,,,"Após um debate o grupo acata os comandos de Jurgen e se destacam para ir até o Castelo. No caminho, Anatolio é atingido por uma flecha de fogo e cai em algum lugar dentro das muralhas do Castelo. O corvo familiar do Octavian faz um scout em torno do castelo e localiza Anatolio dentro do terceiro anel de muros. O grupo decide forçar entrada pelo portão principal, utiliza os poderes para entrar desapercebidos, encontram um vampiro dentro da torre do portão e este foge rapidamente em formato de névoa. Conseguem permanecer indetectados por tempo suficiente para que Vitas localize Anatolio e os ludibriasse os guardas para que carregassem o corpo até a torre do portão para tira-lo de lá. Em pouco tempo os alarmes tocam e quando reforços estavam chegando, o grupo consegue sair pelo portão e levar Anatolio até Octavian para acelerar sua cura agravada.","Spis Castle, Slovakia",5
1,26,26,24/11/2020,3,,,,,,2,2,2,2,2,,,,,,,"Para cumprir o objetivo de localizar Subutai, o grupo segue do lado externo a procura de uma entrada. Após um período de investigação, localizam uma porta do outro lado, na base da montanha. Se infiltraram pelas escadarias, eliminaram alguns guardas e encontraram um salão repleto de barris de óleo. Se esgueiraram pelos andares intermediários do castelo (dentro da montanha), por diferentes caminhos e scouteando diferentes comodos.","Spis Castle, Slovakia",5
1,27,27,09/12/2020,4,,,,,,2,2,2,2,,,,,,,,"Continuaram a exploração até localizar um salão que dava acesso ao prédio principal do topo do castelo. Utilizando Animalismo, Vitas denunciou a posição do grupo. Ao som das pegadas de Subutai descendo as escadas com sua armadura pesada, uma névoa densa rapidamente encheu o ambiente, até brilharem olhos vermelhos que se revelaram 4 mongois vampire lords altamente picas. Após uma conversa, o combate se inicia. Os 4 inimigos praticamente não recebem nenhum ataque considerável mas já tinham danificado Owen e Vitas significativamente, ","Spis Castle, Slovakia",4
1,28,28,16/12/2020,4,,,,,,2,2,2,2,,,,,,,,"A batalha contra Subutai e os 4 lords mongois se extende até o limite do alvorecer. Faltando poucos minutos para os primeiros raios atingirem o salão, a batalha não estava favorável até que Vladislav acerta um golpe forte o suficiente para tombar Subutai, arrancando parte da cabeça e capacete, revelando um pescoço mordido. Ele era nitidamente mais fraco que os demais vampiros, logo deduz-se que foi abraçado recentemente. Os lordes mongóis escapam em nevoa, e uma aparição guia o grupo até uma gruta atrás de uma porta escondida. ","Spis Castle, Slovakia",4
1,29,29,23/12/2020,4,,,,,,2,2,2,2,,,,,,,,"Epilogo: Tomaram rumo de Vienna, reencontraram Jurgen e os demais sobreviventes. Jurgen estende as opções de contrato: (1) Oferta de Florença para serem da corte, (2) condado de Graz (igreja dos papeis do Owen), subservindo o Príncipe local, (3) Terras ao norte de Vienna com autonomia,  ? (nome do Crusader Kings). Parte do contrato era entrar em torpor com Jurgen até o próximo chamado)",Vienna,4
2,1,30,21/06/2021,2,,,,,,1,1,1,1,,,,,,,,"Prologo segunda temporada. Chegando no condado de Mikulov, investimentos que cada vampiro fariia com tempo, militar, mistico e etc , noticias da inquisicao",Mikulov,4
2,2,31,12/10/2021,3,,,,,,2,2,1,2,,2,2,,,,,"Começando a segunda temporada, a coterie é convidada por Wilfred para visitar Vienna. O pequeno elísio juntou a coterie, Wilfred e seus asseclas Neferata, Klaus, além dos príncipes Iacomo e (quem é de florença?) e seus asseclas. Cobriu temas como Inquisição e Anarquistas (cainitas), até que foram interrompidos com notícia de ataques dentro do domínio - um vampiro da casa de Wilfred e alguns carniçais foram caçados e exterminados por um grupo de Inquisidores. A coterie sai imediatamente a cavalo para rastrear os inquisidores e lidar com eles",Vienna,6
2,3,32,19/10/2021,3,,,,,,,2,2,2,,2,2,,,,,"Vitas com dificuldade no Animalismo não conseguiu rastrear o comboio de inquisidores que escapava em direção da Bulgaria. Havia uma outra força cainita também manipulando os animais da região, mas consegue achar a localização final em um monastério em Bélapátfalva na Hungria","Belapatfalva, Hungria",5
2,4,33,10/11/2021,4,,,,,,,2,2,,,,2,,,,,"O grupo se aproxima do monastério nos stealth, até perceber que haviam duas ordens religiosas distintas: os Cistercianos (de roxo) e os papais romanos (de vermelho), iniciam o combate com alguns até que o alarme é tocado","Belapatfalva, Hungria",3
2,5,34,22/11/2021,2,,,,,,,2,2,,,2,,,,,,"Enquanto grande parte dos religiosos escapava da abadia, terminam a batalha contra os paladinos e monges. Owen interroga o paladino e o mantém sob dominação. Lutz encontra cartas do Papa, livro da sociedade de leopoldo e livro taumaturgico. Observam um lobisomem que tinha sido capturado se libertar e partir para a floresta","Belapatfalva, Hungria",3
2,6,35,28/11/2021,1,,,,,,,,2,2,2,2,2,,,,,"Após batalha dramática onde raios divinos partiram do cajado sagrado do Inquisidor, derrubando Octavian, o restante da coterie se aproxima e realiza a execução do Inquisidor que se revela também ser carniçal de algum vampiro e menciona o nome da Duquesa Shagraa","Belapatfalva, Hungria",5
2,7,36,30/11/2021,3,,,,,,,2,2,,,2,2,,,,,Juntaram evidencias sobre o grupo de inquisidores e partiram pra Viena. No palacio de Wilfred ,Vienna,4
2,8,37,07/12/2021,3,,,,,,2,2,2,,,2,2,,,,,"São apresentados a Lotharius, contam tudo que viram inclusive mencionam o nome da Duquesa Shagraa. As acusações são recebidas e Karl Schrekt irá realizar uma investigação maior. Lotharius tem planos mais urgentes e pede pra buscar um artefato em Constantinopla pois há risco de cair em mão erradas",Vienna,5
2,9,38,14/12/2021,3,,,,,,2,2,2,,,2,2,,,,,"Partiram de Viena de barco pelo Rio Danubio, fizeram uma parada em Belgrado no Mercado onde aprenderam a atirar com arcabuz, renovaram armamentos e deixaram um encomenda de armadura para Vlad",Belgrade,5
2,10,39,21/12/2021,3,,,,,,,2,2,,,2,2,,,,,"Navegaram o Mar Negro, se aproximaram de Constantinopla e depois de serem abordados por um barco scout Otomano, Owen convence ocapitão a ceder uma bandeira otomana pra poderem navegar em paz",Constantinople,4
2,11,40,26/12/2021,1,,,,,,,2,2,,,2,2,,,,,"Procuraram o mercante de pergaminhos no bazaar, foram até a biblioteca dos esquecidos e conseguiram a informação de que a relíquia está  no hagia sophia e existem as 3 chaves",Constantinople,4
2,12,41,28/12/2021,3,,,,,,2,1,2,,,2,2,,,,,"Exploram a cidade, pensam no plano de como obter as chaves, Se infiltram no Grand Palace e ativam uma armadilha de fogo",Constantinople,5
2,13,42,04/01/2022,3,,,,,,2,2,2,2,,2,,,,,,"Invadem os aposentos do Imperador, eliminam e evaporam 2 guardas e conseguem rende-lo com uso de disciplinas para pegar sua chave, e conseguem fugir. Vão atrás do General Giovani e o encontram na mura-lha. Utilizando mascara de mil faces Vitas consegue enganar Giovani a lhe dar a chave, enquanto o bombardeio detona outra seção da muralha",Constantinople,5
2,14,43,11/01/2022,3,,,,,,2,,2,,,2,2,,,,,"Encerram a cena na muralha, pegam a chave, vão para o subterraneo , onde um grupo de mercenarios ghouls estava fazendo busca e matam todos com ajuda de Malaquias",Constantinople,4
2,15,44,18/01/2022,3,,,,,,2,2,2,,,2,2,,,,,"Malaquias os encaminha para a Hagia Sophia e segue para procurar seus irmãos de sangue desaparecidos, a coterie encontra multidões de fieis fazendo missa e do lado de fora. Para causar caos na cidade, Vitas chamou milhoes de ratos enquanto Owen e Gabor influenciam alguns fanáticos a distribuirem notícias sobre o fim do mundo. A coterie aproveita o cenário caótico para entrar na área de fé verdadeira. O papa Atanasius dá sua prece enquanto Vitas, invisível, mira pacientemente esperando o momento certo para atacar",Constantinople,5
2,16,45,25/01/2022,3,,,,,,2,2,2,,,2,2,,,,,"A flecha de Vitas foi desviada pela mão de Deus, mas o Patriarca foi atingido. Owen, Lutz e Gabor tentam encenar que ajudariam a atender aos ferimentos, mas logo Octavian começa a usar o caminho do sangue abertamente e causar estado de alarme dentro da igreja. Após eliminar alguns dos paladinos e monges, o restante dos guardas se acumulam na saída externa e no corredor de acesso a passagem protegida para o subterraneo",Constantinople,5
2,17,46,01/02/2022,3,,,,,,2,,2,,,2,2,,,,,"Eliminam os ultimos guardas antes de descer e vasculhar os andares inferiores. Até achar um elevador de cordas que leva até o subterraneo  e a porta da tumba. Usam as 3 chaves e se deparam com um grupo de cainitas guardando o artefato. Após argumentação de ambos os lados e falta de acordo, o combate é iminente",Constantinople,4
2,18,47,08/02/2022,3,,,,,,2,2,2,,,,2,,,,,"Na tumba do Patriarca, em combate árduo e com 2 falhas críticas no principal poder do boss,a coterie vence o embate, mata Mantas e se prepara para diablerizar o restante",Constantinople,4
2,19,48,15/02/2022,3,,,,,,2,2,2,,,2,2,,,,,"Diablerizam os 3 que sobraram e ativam o artefato, Owen sai carregando o anel de ferro de 50 kg quente que dá dano. Veem a lua de sangue e partem pra procurar o barco. Acham um pedaço da muralha norte caída com um grupo de janissarios invadindo, enquanto o eclipse da Lua Sangrenta aguça seus poderes",Constantinople,5
2,20,49,22/02/2022,3,,,,,,2,,2,,,,2,,,,,"Enquanto buscavam uma rota de saída da cidade de volta ao local do barco, enfrentaram o grupo de janissarios e então dois demonios aparecem de um lado, e um grupo de soldados da igreja vem do outro/. O anel esquenta na mão de Owen que o larga temporariamente",Constantinople,3
2,21,50,09/03/2022,4,,,,,,2,,2,2,,2,2,,,,,"A pancadaria continuou na tentativa de escapar da cidade, além dos dois demonios que tinham aparecido e da tropa da igreja que se aproximava, outros dois grupos apareceram na cena para tentar se apropriar da argola 'tranca demonio': um grupo de assamitas aparentemente ligados aos Otomanos, e um grupo de vampiros de manto negro que não foi identificado. Acabou rolando uma porradaria pentagonal, meio q cada grupo por si dando porrada nos outro. Até que Anatolio apareceu nos céus localizando o grupo e guiando o barco que vcs vieram até a parte da muralha onde vcs tavam, daí Vlad e Salvatore ajudaram a resgatar a argola e vcs pra dentro do barco e meter o pé enquanto Constantinopla terminava de ser invadida pelos otomanos terminou no caminho de volta pra casa, pararam em Belgrado pra pegar a encomenda do Owen (armadura pro Vlad) e enquanto remam em direção a Vienna, ficou em aberto a discussão se vão devolver o artefato pro Lotharius como tinha sido combinado ou algo diferente",Constantinople,5
2,22,51,29/03/2022,3,,,,,,,2,2,,,,2,,,,,"O grupo volta a Vienna e encontra Wilfred logo no cais, curioso se a missão havia sido bem sucedida e desejando ver o artefato com os proprios olhos. São levados imediatamente a um dos palácios de Wilfred onde outros cainitas do conselho os aguardavam. Em recepção com polpa, Lotharius pede e o grupo entrega a reliquia e são homenageados de multiplas formas, de brindes de sangue e aplausos. Anuncia-se que Condessa Unorna era a real traidora e Shaagra foi inocentada. As propriedades de Unorna passarão as ser do grupo caso consigam encontra-la, captura-la e deporta-la para o novo mundo.",Vienna,3
2,23,52,12/04/2022,3,,,,,,2,2,2,,,,2,,,,,"Após a reunião em Vienna, o grupo coletou informações para iniciar sua busca. A coterie discute as informações obtidas, bem como o nome dos suspeitos, com Vitas e decide que irá cassar a Condessa Unorna a partir de onde ela desapareceu, então segue em direção ao condado de Znojmo. Passam em Mikulov primeiro, encontram Valkyria e Dorotha, se reequipam e partem para Znojmo. Chegando lá, observam uma fortaleza maior e mais bem defendida. Porém, com os poderes de Owen conseguem entrar na parte murada da cidade se passando por bispo e se aproximar do centro da cidade.",Znojmo,4
2,24,53,01/05/2022,1,,,,,,,2,2,2,,2,,,,,,"""A chegada ao Castelo de Znojmo numa noite de chuva foi marcada pelos latidos agressivos dos cães que acompanham a guarda do castelo. Enquanto Owen condicionava o barão (mortal) Vlastimil a lhe entregar o controle da cidade, Vlad resolve tirar um cochilo. Lutz e Octavian foram atraídos pelo cheiro de sangue trazido pelo vento e descobrem que os animais apresentam hábitos canibais. A suspeita os leva para os túneis subterrâneos do castelo, onde o canil foi encontrado com muitos animais que não são de deus. Após Octavian confirmar que os cães tinham traços de vitae cainita, um cão enorme revenant parte para cima de Owen e rasga um pedaço do antebraço e danifica sua armadura sérvia. Lutz paraliza a besta e Owen se vinga cortando-lhe a cabeça. O barão menciona que os cães são criados nos domínios de lord Janoušek - nome de um Tzimisce reconhecido como comparsa da condessa Unorna.""",Znojmo,4
